Energy_Consumption_kWh/km,Speed_kmh,Slope_%,Temperature_C,Road_Type,Humidity_%,Wind_Speed_ms,Weather_Condition,Traffic_Condition
0.211,29.4,-0.3,-2.7,0,85.4,13.1,0,0
0.284,109.8,3.3,21.8,2,84.3,5.3,0,2
0.236,118.1,6.6,17.6,0,32.0,0.7,0,0
0.318,61.6,5.7,-7.2,2,48.5,7.1,2,1
0.234,52.3,-0.4,-1.9,0,92.0,8.5,0,1
0.297,94.5,5.1,-7.6,0,71.1,2.1,2,0
0.257,97.3,-3.8,14.6,0,60.7,9.5,3,0
0.228,105.8,1.9,-4.3,1,84.3,12.9,0,0
0.25,111.4,4.3,39.1,0,64.9,2.7,0,1
0.25,49.5,6.9,0.2,2,51.0,3.5,1,0
0.2,95.6,-6.4,24.8,1,52.8,12.0,2,1
0.192,34.8,-6.0,3.0,0,21.1,0.7,1,1
0.221,76.2,-6.5,4.7,2,37.5,12.1,0,1
0.261,87.4,2.9,2.1,0,92.4,7.7,2,0
0.299,37.8,3.4,-9.0,1,73.9,12.5,1,2
0.179,28.4,-7.8,36.0,0,65.9,12.0,0,1
0.247,41.4,5.1,27.8,0,51.2,2.8,0,1
0.262,66.3,7.3,-2.0,0,43.1,13.0,0,0
0.241,117.7,-5.7,1.9,0,82.2,1.2,2,0
0.181,78.5,-1.3,9.3,2,35.8,0.8,0,1
0.274,102.3,9.0,27.6,2,41.0,11.3,0,0
0.26,39.2,5.7,33.2,2,84.1,14.9,1,0
0.145,31.7,-1.9,27.2,1,43.6,5.8,0,0
0.253,46.4,6.8,37.3,0,35.3,5.0,1,1
0.319,54.5,9.7,26.9,0,65.3,7.0,2,1
0.253,80.3,-1.8,-2.7,0,86.9,11.3,0,1
0.331,116.9,5.7,5.8,2,54.0,5.7,0,2
0.183,66.9,-6.1,25.8,2,84.5,5.5,1,1
0.22,77.1,-6.8,-8.0,0,48.1,11.2,0,0
0.293,20.5,3.7,-2.4,0,65.3,7.5,2,1
0.268,23.7,1.8,39.0,0,90.8,7.5,0,2
0.269,29.2,8.2,21.6,1,93.0,1.9,2,1
0.277,96.9,7.6,-5.2,1,58.5,3.2,0,1
0.208,73.5,-2.3,-9.9,0,71.8,10.8,0,0
0.246,41.2,2.2,37.9,0,44.4,14.9,0,1
0.253,85.2,7.1,12.4,1,67.2,12.2,1,1
0.207,79.9,-2.6,8.2,1,24.5,14.0,0,1
0.231,29.8,-0.8,28.8,2,85.6,9.6,2,1
0.166,90.4,-6.8,21.8,2,97.7,12.5,0,0
0.249,104.4,-5.4,15.7,0,22.7,13.9,0,2
0.24,51.5,4.2,-2.4,0,36.1,1.6,0,0
0.256,95.6,1.9,15.5,0,92.3,3.6,3,0
0.175,42.0,-4.6,14.7,2,45.2,3.3,1,0
0.253,103.2,-7.9,-9.4,0,86.0,14.5,1,0
0.198,120.3,-4.6,12.6,1,26.5,11.0,1,0
0.299,68.6,7.0,18.1,0,46.8,9.4,2,1
0.188,46.9,-6.1,25.2,1,44.1,14.6,2,0
0.221,63.9,0.0,15.5,0,82.7,9.4,2,0
0.203,47.5,-3.2,15.8,0,86.1,6.7,1,0
0.215,20.1,3.0,16.2,0,77.3,10.5,1,0
0.222,91.6,2.2,-0.1,1,96.8,5.8,0,1
0.277,24.7,11.7,33.2,1,36.2,3.7,1,1
0.294,43.1,7.5,19.0,2,28.5,2.4,0,2
0.31,99.5,10.8,22.6,0,56.3,7.2,1,1
0.249,93.2,3.6,12.6,0,69.8,11.4,1,1
0.305,28.1,6.8,-6.9,1,62.9,11.0,0,1
0.311,92.6,9.9,-6.2,1,79.1,10.2,1,0
0.191,122.4,-7.2,10.3,2,63.7,2.4,0,0
0.324,28.2,10.3,32.9,2,57.0,1.3,2,1
0.213,65.7,-3.8,-8.3,0,21.5,11.0,0,0
0.244,100.2,6.1,12.7,1,35.5,5.0,0,1
0.31,93.4,7.5,-12.8,0,77.2,4.0,0,1
0.196,44.9,-5.8,32.9,0,52.7,12.2,0,1
0.27,37.9,11.1,-0.6,1,92.9,0.8,0,0
0.34,106.3,10.5,4.3,1,46.4,8.8,1,2
0.323,125.2,5.1,-6.0,0,29.5,10.9,0,1
0.213,104.4,-4.9,2.3,0,77.8,0.0,2,0
0.264,126.0,3.3,6.6,2,73.9,11.0,0,1
0.252,86.5,-1.1,-6.2,0,86.0,4.4,0,2
0.332,122.2,10.6,0.5,1,77.5,13.6,0,1
0.192,95.9,0.1,22.7,1,41.8,3.9,0,1
0.284,120.0,5.9,32.7,2,97.7,8.6,0,1
0.298,37.8,4.7,20.6,0,68.7,11.2,0,2
0.234,109.7,-2.6,38.0,0,86.3,10.0,0,1
0.265,41.6,2.7,-1.5,2,70.2,7.5,1,1
0.299,23.0,0.2,4.9,2,39.1,11.1,2,2
0.227,76.9,-0.5,3.1,0,87.8,9.5,0,1
0.316,55.0,9.3,14.2,2,23.6,7.9,2,1
0.201,24.8,-5.2,24.2,0,52.1,4.9,1,1
0.332,127.8,0.2,-3.3,0,55.9,11.4,3,0
0.178,93.3,-7.9,30.3,2,91.2,10.6,0,1
0.204,119.2,-2.8,3.6,2,75.5,3.7,0,0
0.236,129.9,4.4,10.5,1,24.0,1.4,0,0
0.208,63.1,-6.2,31.0,0,89.7,8.9,0,1
0.262,48.0,-2.6,3.0,2,79.7,10.3,1,2
0.302,40.2,9.6,21.9,2,56.1,4.8,0,2
0.302,76.7,5.8,10.5,0,73.2,12.7,3,0
0.216,86.7,-6.6,0.0,2,39.9,14.9,1,0
0.341,72.0,11.8,9.6,1,25.3,10.6,2,1
0.26,62.6,10.9,26.8,0,75.9,4.8,0,0
0.194,38.5,-5.2,21.7,0,94.0,3.5,1,1
0.267,68.6,10.4,26.5,0,27.2,6.1,0,0
0.309,29.4,3.0,2.3,0,66.1,6.0,2,2
0.352,115.2,10.6,27.4,1,96.4,7.8,0,2
0.284,25.2,11.4,7.3,1,74.8,8.4,0,0
0.267,61.9,5.9,14.5,0,90.6,10.8,2,1
0.197,31.0,-2.2,33.3,0,62.9,5.5,0,1
0.368,105.2,10.5,24.5,1,96.6,10.7,3,1
0.269,54.4,3.5,24.3,2,97.9,10.7,0,2
0.187,32.4,-1.2,12.5,1,39.5,6.8,0,1
0.178,78.5,1.2,16.9,2,34.5,2.1,1,0
0.25,120.8,0.1,26.5,2,37.1,5.4,1,1
0.344,120.0,10.7,-14.8,2,37.5,4.9,0,0
0.297,47.5,8.4,7.7,2,75.4,0.5,1,2
0.206,99.2,-7.4,1.5,2,67.7,0.1,0,1
0.235,23.3,-7.8,-0.9,2,76.2,0.3,0,2
0.226,34.5,-6.6,30.6,0,96.2,0.5,1,2
0.231,74.9,4.2,11.2,0,23.0,11.6,0,0
0.313,45.2,8.3,-12.3,0,86.5,10.3,0,1
0.263,107.8,2.3,38.7,0,76.5,14.5,1,0
0.277,122.4,2.7,-6.9,1,99.7,3.2,0,1
0.181,20.5,-3.2,8.8,2,68.2,4.1,0,0
0.232,45.6,1.2,19.7,1,44.8,6.9,2,1
0.191,68.4,-2.9,16.0,2,84.2,8.3,1,0
0.255,81.9,-2.5,8.9,0,40.1,10.4,0,2
0.249,120.7,-0.2,1.8,0,93.8,8.5,0,1
0.209,118.1,-7.0,16.3,1,86.6,7.2,2,0
0.3,90.1,11.1,32.1,2,88.7,10.7,0,1
0.295,48.3,10.3,-1.8,2,80.0,7.5,0,0
0.348,106.2,7.9,-11.5,1,42.7,11.1,2,1
0.273,42.3,3.4,4.7,1,36.9,13.8,0,2
0.28,126.2,8.3,26.1,1,24.8,4.2,0,1
0.277,20.6,11.5,39.5,1,82.0,2.2,1,0
0.211,82.7,-2.3,20.8,2,43.9,11.9,0,1
0.17,29.7,-0.7,13.0,2,65.0,3.4,0,0
0.257,64.8,6.6,-10.8,2,25.4,2.4,0,0
0.284,89.8,4.9,3.8,0,53.8,12.1,0,1
0.31,95.9,8.5,-11.9,0,42.9,4.9,1,1
0.237,106.4,-1.1,8.1,0,83.9,9.7,1,1
0.257,85.3,-1.8,12.0,2,40.4,13.8,2,1
0.248,47.6,3.7,0.1,0,32.3,4.3,2,0
0.255,117.8,-5.1,-11.2,1,85.9,1.2,2,1
0.275,109.2,-7.2,8.5,0,91.3,13.3,2,2
0.185,37.6,-3.1,38.4,2,69.6,0.1,2,0
0.235,110.9,-4.8,2.7,1,38.4,0.7,0,2
0.21,127.0,-7.9,2.3,2,99.0,2.9,0,1
0.283,90.1,7.6,-6.8,2,57.4,8.6,1,0
0.201,51.0,2.9,15.6,0,88.4,9.1,0,0
0.285,86.7,5.4,14.5,1,62.2,14.7,2,1
0.174,57.7,-4.7,6.2,0,41.4,4.4,0,0
0.241,94.4,-2.9,34.2,0,83.1,10.3,2,1
0.189,79.9,-6.8,-9.8,2,83.2,3.5,0,0
0.373,122.2,11.9,35.7,2,81.5,9.3,1,2
0.221,88.0,-5.9,7.6,1,96.3,12.5,2,0
0.254,43.5,-6.2,-7.5,0,41.2,12.6,1,1
0.314,99.8,4.3,16.0,2,21.0,11.2,3,1
0.178,53.1,-1.4,22.4,2,97.5,8.3,1,0
0.288,50.0,9.8,0.4,0,36.4,0.6,0,1
0.282,63.1,8.6,31.0,2,85.4,11.9,2,0
0.335,21.3,9.4,-14.4,0,25.4,5.7,1,1
0.383,126.6,6.7,4.2,2,90.0,9.3,3,1
0.231,78.6,-5.4,33.3,0,99.5,5.5,2,2
0.21,105.1,-6.7,22.3,2,56.1,1.2,0,2
0.235,48.4,-6.7,-2.7,2,85.6,5.7,1,2
0.313,102.1,8.0,10.0,2,33.4,4.6,0,2
0.241,82.4,5.1,-0.3,1,94.3,11.2,0,0
0.31,66.7,11.6,11.0,2,64.8,9.2,1,1
0.27,126.8,4.9,31.1,0,99.1,5.7,2,0
0.258,74.3,-3.0,-12.2,0,63.0,9.7,2,0
0.193,92.3,-6.2,-1.5,2,62.5,7.9,0,0
0.222,21.7,-0.7,-13.3,1,61.7,0.2,1,1
0.179,53.2,-4.0,39.5,0,76.8,1.5,0,1
0.298,117.8,4.6,-6.2,1,26.5,6.0,1,1
0.197,103.5,-6.1,0.5,0,90.9,1.7,1,0
0.232,79.0,7.5,31.9,1,49.3,2.6,1,0
0.32,119.0,5.9,13.1,2,31.6,4.6,3,0
0.264,73.5,6.7,36.9,0,49.7,0.9,1,1
0.258,82.3,11.3,17.5,0,24.6,5.9,0,0
0.214,62.0,5.0,24.7,1,65.0,9.3,0,0
0.283,88.2,7.8,18.9,1,72.2,9.2,0,2
0.14,55.1,-6.3,25.6,1,91.6,10.2,0,0
0.346,62.4,10.9,-0.2,0,64.0,14.3,0,1
0.239,126.3,-3.6,3.3,1,76.9,11.8,0,1
0.233,32.2,1.9,18.2,2,51.3,4.1,0,2
0.316,31.6,11.1,32.3,1,57.8,9.8,2,1
0.253,24.8,-4.4,-2.4,0,50.6,0.6,2,1
0.139,55.2,-7.3,37.6,1,45.3,0.9,0,0
0.219,63.8,-2.1,9.6,2,49.0,5.4,0,2
0.211,30.4,-4.9,-7.6,1,68.0,0.3,1,1
0.247,80.4,5.4,33.0,0,66.1,0.3,1,1
0.254,84.2,-2.4,36.0,0,43.4,8.4,1,2
0.22,102.6,-6.7,30.3,0,47.5,11.5,2,0
0.299,127.4,9.9,8.9,1,57.0,9.3,0,1
0.186,88.1,-7.0,36.9,0,28.7,8.2,0,1
0.224,32.3,-2.6,3.3,0,55.9,13.9,1,0
0.233,29.7,-3.2,-10.1,2,93.3,13.6,0,0
0.21,105.5,-7.5,3.9,2,58.1,3.8,1,0
0.214,91.5,-4.7,5.1,2,90.9,8.6,0,0
0.262,37.8,8.3,29.1,0,62.9,12.0,0,0
0.154,47.9,-7.2,24.3,0,24.3,9.2,0,0
0.192,102.5,-7.5,19.2,2,62.0,7.4,0,0
0.27,82.3,4.7,-4.4,2,61.0,0.1,0,1
0.19,84.4,-6.2,29.0,2,28.1,14.9,0,0
0.238,43.1,-0.6,-13.2,0,68.8,3.6,1,0
0.183,89.2,-8.0,-2.9,0,30.8,3.1,0,1
0.232,104.8,-0.8,15.2,2,79.2,4.3,0,2
0.219,117.4,-1.6,11.2,0,50.2,2.3,1,0
0.304,101.0,4.3,23.0,0,41.2,10.5,2,1
0.199,83.4,2.0,28.6,0,74.2,6.6,1,0
0.327,94.1,5.6,32.6,0,75.7,14.4,3,0
0.304,73.4,10.7,38.1,2,22.3,14.7,1,0
0.234,45.0,7.9,15.4,2,50.3,3.7,1,0
0.272,117.0,10.7,16.9,1,36.0,0.9,0,0
0.183,78.6,-6.9,15.8,1,58.4,7.5,0,1
0.296,85.4,11.8,34.3,0,77.2,2.5,2,0
0.231,128.9,-1.6,27.5,0,60.9,6.3,0,0
0.291,128.4,-2.5,12.4,1,23.0,9.8,2,2
0.207,84.5,0.1,22.6,0,80.1,4.0,0,0
0.33,23.7,7.7,1.8,0,26.5,6.2,1,2
0.439,63.6,11.1,-5.9,0,45.2,13.9,3,2
0.333,123.1,3.1,-12.4,1,71.2,8.9,1,2
0.223,51.7,-4.9,7.8,0,71.9,13.1,0,1
0.209,129.9,-3.7,5.5,0,52.6,0.9,0,0
0.247,29.3,0.1,26.7,0,79.8,8.8,2,1
0.232,82.5,-0.7,12.7,0,89.7,14.2,0,1
0.269,76.7,-3.2,-5.6,0,77.2,14.0,2,1
0.306,48.1,9.0,-9.6,0,95.9,11.7,0,0
0.305,124.3,-2.4,-10.6,0,24.4,11.5,0,2
0.272,88.1,3.9,-14.0,2,46.4,6.3,1,0
0.296,45.3,1.6,-10.9,0,91.8,11.3,2,1
0.311,62.2,10.5,26.5,0,70.9,12.5,2,1
0.236,99.3,4.6,27.5,2,98.6,4.1,1,0
0.201,52.7,-1.4,4.5,1,55.6,8.6,1,1
0.357,116.8,4.8,-13.2,0,26.1,0.0,2,2
0.258,38.2,-1.6,-7.9,1,67.9,0.2,0,2
0.165,49.1,-6.2,12.9,0,92.0,7.0,0,0
0.242,35.9,1.7,38.7,1,44.1,8.3,2,1
0.33,31.5,9.2,-8.3,0,22.6,12.7,0,1
0.361,53.0,10.2,-6.5,0,61.7,13.8,0,2
0.248,129.9,2.9,7.3,0,64.3,6.5,0,0
0.305,30.4,6.0,18.9,2,72.6,10.9,3,0
0.229,43.4,4.2,6.6,1,49.9,9.8,0,1
0.22,49.9,8.2,19.4,1,36.0,11.1,0,0
0.209,88.1,-5.9,-11.4,1,22.0,2.3,2,0
0.196,102.0,0.0,-5.2,1,55.2,2.0,0,0
0.251,102.7,-2.9,-11.1,1,64.8,9.4,1,1
0.162,20.9,-7.9,33.1,2,64.8,0.6,0,0
0.295,91.7,8.6,28.9,0,82.9,4.7,1,1
0.202,89.4,-5.3,-0.3,1,33.1,11.0,0,0
0.245,76.9,-1.5,26.5,2,81.7,14.2,0,2
0.27,61.7,9.3,29.6,0,42.6,2.4,0,1
0.275,107.7,6.4,31.8,2,80.6,4.2,1,1
0.192,57.8,3.4,8.8,1,25.8,0.8,1,0
0.167,45.3,-1.8,38.3,2,34.4,1.4,0,1
0.222,54.1,2.3,34.1,1,28.4,14.7,0,1
0.226,68.4,-6.9,24.0,2,95.4,8.3,2,1
0.355,43.5,6.5,-13.2,2,94.1,8.7,3,0
0.147,86.8,-3.3,25.5,1,51.1,3.6,0,0
0.217,117.3,1.6,19.6,0,67.6,1.9,0,0
0.228,85.5,-6.1,37.0,2,66.9,9.9,0,2
0.268,69.1,6.2,10.0,1,73.2,7.6,2,0
0.347,107.7,9.9,17.4,2,75.5,11.0,3,0
0.236,102.3,1.1,16.3,0,62.2,1.2,1,1
0.259,60.4,-6.3,-13.7,2,64.5,10.8,0,2
0.333,86.5,10.9,-3.2,0,81.0,2.1,0,1
0.336,100.3,0.9,-5.0,0,42.7,9.4,3,1
0.169,47.0,-6.4,4.5,2,42.1,2.8,0,1
0.187,60.3,-4.2,0.2,1,68.6,5.6,0,1
0.192,31.6,-5.6,2.8,0,46.4,12.0,0,0
0.263,128.6,-4.0,-10.9,0,94.2,5.9,1,0
0.229,29.4,-4.9,-6.6,2,39.6,5.8,1,1
0.321,38.5,10.5,12.9,2,42.5,3.7,1,2
0.231,72.8,-3.8,13.0,0,28.6,2.1,0,2
0.282,115.2,0.8,-9.7,2,74.2,5.2,2,0
0.246,59.1,6.6,18.3,2,27.6,9.3,0,0
0.259,104.5,5.5,38.8,1,33.1,1.7,0,2
0.292,94.4,11.1,6.6,1,40.5,8.1,1,0
0.322,90.3,11.3,-6.1,2,31.8,5.3,0,0
0.28,113.0,3.4,39.8,0,84.1,2.0,0,2
0.261,21.6,7.0,13.9,2,87.0,12.4,0,0
0.239,122.2,-0.3,-1.6,2,45.0,7.0,0,1
0.239,111.2,0.6,33.3,0,73.9,3.4,0,2
0.279,123.2,-5.9,-8.1,0,73.2,6.4,0,1
0.302,107.3,5.5,-4.8,0,87.6,12.1,1,0
0.226,116.6,-2.6,26.6,2,64.8,3.1,1,1
0.167,42.3,-6.4,35.1,0,74.6,1.3,0,0
0.222,55.1,-6.0,8.7,2,76.1,2.0,1,2
0.286,54.7,6.4,-11.1,0,91.6,6.2,0,0
0.273,32.0,-3.4,19.4,0,36.3,12.2,3,1
0.312,100.3,7.4,27.1,0,83.6,8.0,2,1
0.293,35.0,10.1,14.0,0,26.1,12.6,0,0
0.202,25.8,-1.2,6.6,0,94.5,2.5,0,1
0.282,105.3,7.9,22.3,0,81.1,1.8,1,1
0.221,119.5,0.6,11.0,1,84.0,10.7,0,1
0.287,104.1,7.4,28.0,2,52.2,2.0,1,1
0.297,110.8,-1.9,-14.7,0,86.6,6.8,0,2
0.33,85.5,10.6,18.5,2,50.2,11.5,0,2
0.357,117.7,11.7,31.5,0,95.7,8.3,1,1
0.165,74.6,-0.3,22.5,2,36.2,7.6,0,0
0.263,128.7,-4.0,16.2,1,30.8,4.1,3,0
0.293,31.4,5.7,-2.7,0,42.8,8.2,0,1
0.299,109.0,3.7,15.3,2,59.4,10.3,2,1
0.271,90.6,11.8,29.8,0,84.0,0.4,0,0
0.257,83.9,8.2,32.2,2,52.6,7.5,1,0
0.283,99.8,8.7,20.1,1,36.9,14.4,1,1
0.266,112.4,6.5,39.1,2,52.2,12.6,0,0
0.331,114.9,-1.0,-8.5,0,59.1,14.3,3,0
0.339,39.3,10.7,22.6,1,52.5,14.9,2,1
0.235,41.7,1.3,-12.6,2,64.6,2.0,0,1
0.177,21.8,-0.0,32.0,1,57.3,5.1,1,0
0.196,34.5,-4.1,27.8,2,39.7,6.1,0,1
0.204,49.0,-1.9,29.8,1,75.6,11.4,2,0
0.199,99.3,-8.0,4.9,1,48.6,5.4,0,1
0.356,72.3,5.2,-3.2,2,95.0,13.7,3,1
0.367,103.4,4.1,-3.3,2,29.9,11.5,2,2
0.195,73.5,0.1,34.9,2,21.4,14.9,0,0
0.292,81.1,11.3,13.7,2,55.8,12.2,1,1
0.321,32.2,5.9,-4.5,2,45.9,10.3,1,2
0.25,105.4,-3.1,-10.6,0,30.3,9.0,0,0
0.2,103.4,-0.4,7.9,0,87.4,3.5,1,0
0.264,53.8,2.3,-7.5,2,43.4,12.3,0,1
0.264,56.1,2.9,4.5,2,21.6,0.3,0,2
0.208,44.2,-2.5,-7.6,1,95.9,6.0,0,0
0.247,109.5,-3.0,14.8,0,33.6,7.2,2,1
0.262,102.2,-2.0,-11.4,1,75.3,12.9,0,1
0.363,87.0,11.3,-11.6,2,69.8,2.8,3,0
0.203,46.3,-0.8,29.9,1,96.9,13.5,0,1
0.236,38.9,-0.5,-10.4,2,89.6,13.8,0,0
0.274,25.5,6.4,38.3,2,37.0,0.5,0,2
0.281,25.0,-4.7,16.8,2,32.6,0.3,3,2
0.295,40.6,4.9,1.2,0,96.7,13.9,1,1
0.285,31.1,5.3,-0.0,2,91.1,14.4,0,1
0.201,81.2,-6.7,21.6,0,73.1,13.5,1,0
0.125,59.4,-4.2,32.5,1,28.9,1.9,0,0
0.194,68.9,1.3,13.7,1,93.3,4.3,0,1
0.304,85.3,8.7,27.1,1,41.7,7.8,0,2
0.265,92.5,6.6,36.5,0,44.1,2.8,2,0
0.31,91.3,9.5,18.3,2,61.4,13.2,2,0
0.32,48.7,9.0,8.2,0,64.5,9.6,0,2
0.297,109.1,2.2,-8.9,0,27.4,10.9,1,1
0.297,120.9,4.4,23.0,2,72.1,10.2,2,1
0.247,54.8,10.4,31.9,1,44.8,3.0,0,1
0.322,21.9,6.8,-14.0,2,91.0,4.9,2,0
0.212,118.9,-0.8,20.6,0,94.6,0.4,0,1
0.309,121.6,-1.0,-11.3,2,93.7,12.8,0,2
0.219,25.6,-0.7,36.8,0,46.9,9.7,0,1
0.247,20.5,1.9,7.8,1,52.1,5.5,2,0
0.241,109.8,-0.8,-4.8,2,44.3,1.4,0,1
0.195,53.2,-4.2,-3.9,1,24.1,6.5,1,1
0.299,120.6,3.9,-10.0,1,32.8,1.1,0,2
0.285,43.8,9.4,21.2,1,89.6,12.1,0,2
0.203,114.7,1.9,33.3,1,74.7,7.9,0,0
0.238,27.6,-3.6,6.0,0,45.7,2.8,0,2
0.362,48.7,8.3,14.2,2,63.2,10.9,3,2
0.364,127.0,7.1,-0.8,0,39.6,11.9,2,1
0.274,45.4,6.0,27.7,0,74.1,1.9,0,2
0.275,34.6,5.5,20.7,0,97.9,6.8,1,1
0.281,114.3,7.6,39.9,2,28.7,1.9,1,1
0.276,33.0,8.6,31.8,2,34.7,13.1,0,0
0.332,30.7,10.0,-7.3,2,94.7,13.7,1,1
0.253,55.6,4.2,31.4,0,38.2,5.3,2,1
0.254,89.9,-0.1,-12.0,0,55.4,12.8,0,0
0.192,98.2,-6.2,-6.8,0,41.2,4.9,1,0
0.291,116.9,6.4,6.2,1,83.7,13.2,1,1
0.183,79.5,-5.2,-4.6,2,31.7,2.4,1,0
0.264,63.3,9.4,0.7,1,88.9,10.8,0,0
0.234,59.5,0.1,24.1,0,95.5,6.0,1,1
0.338,113.2,9.5,15.8,0,87.7,8.4,0,2
0.281,99.6,2.4,6.9,2,53.8,14.7,0,2
0.233,119.6,1.1,20.5,1,29.7,9.0,1,1
0.354,126.0,-0.7,-15.0,0,21.0,6.2,2,2
0.212,53.0,-6.8,33.3,0,92.1,9.5,0,2
0.194,78.3,-7.8,6.7,2,99.2,12.3,1,0
0.232,89.5,2.2,11.9,0,88.3,2.4,0,1
0.308,38.0,10.0,-8.6,0,20.3,7.7,0,1
0.224,25.9,3.7,26.7,2,26.3,2.1,0,1
0.298,115.5,9.2,39.7,0,77.1,5.7,1,0
0.298,78.9,12.0,27.1,1,77.5,5.2,0,2
0.242,82.8,-4.4,-7.3,0,93.4,3.0,2,0
0.253,81.0,5.2,36.1,1,77.4,0.0,1,2
0.265,103.0,0.3,17.1,0,41.1,13.5,0,2
0.171,36.0,-3.8,32.6,0,98.8,8.8,0,0
0.204,87.5,-3.2,8.2,1,28.2,13.6,1,1
0.241,71.6,-3.1,0.3,1,54.6,10.6,0,2
0.341,118.7,6.6,-13.8,2,35.5,9.4,1,1
0.239,77.2,-0.9,37.2,0,66.9,7.4,0,2
0.268,123.7,-2.9,-6.5,0,34.9,11.0,0,1
0.314,58.9,9.7,28.0,0,57.0,11.1,0,2
0.233,126.4,-7.3,0.3,2,70.0,12.0,0,0
0.334,116.3,6.7,16.4,0,45.1,12.1,2,1
0.265,84.3,11.2,30.4,2,79.4,4.6,0,0
0.227,58.9,4.5,4.2,0,83.6,10.9,0,0
0.249,61.4,3.0,8.8,1,42.4,4.1,0,2
0.214,105.0,-6.8,-7.1,2,87.0,10.8,0,0
0.215,83.9,2.1,8.1,1,94.3,14.6,1,0
0.224,64.2,-0.8,30.4,2,57.0,14.2,1,1
0.324,90.0,7.6,33.4,2,45.9,14.6,2,1
0.285,100.7,8.2,19.9,0,23.3,8.1,0,0
0.223,22.5,-4.6,10.7,0,38.3,14.9,0,1
0.295,29.9,2.4,-3.6,2,53.9,9.0,0,2
0.28,30.4,9.2,10.0,1,43.3,0.7,2,1
0.287,45.5,4.5,29.4,0,65.5,14.5,1,2
0.22,67.0,1.6,2.0,0,96.6,3.6,0,0
0.321,108.4,10.0,29.1,0,74.4,10.8,0,1
0.37,58.6,11.3,-14.8,0,55.6,6.7,0,2
0.207,21.9,-3.3,4.1,0,64.9,2.2,2,0
0.189,73.2,-4.3,39.5,1,68.2,6.2,1,1
0.315,129.6,9.3,35.1,0,59.6,9.6,0,0
0.261,58.4,-3.1,20.6,1,49.4,12.8,3,1
0.285,125.7,9.0,12.1,1,51.3,11.8,0,0
0.171,31.1,-2.0,24.0,0,32.2,4.7,0,0
0.192,39.0,-7.6,38.9,1,48.7,4.6,2,1
0.262,99.7,0.4,-13.3,1,73.4,14.6,0,1
0.191,75.1,-7.2,0.2,0,62.4,9.3,1,0
0.228,104.2,-3.8,39.7,0,64.0,5.7,2,0
0.245,115.0,1.6,18.2,2,25.1,5.0,2,1
0.222,47.6,-7.2,25.2,2,37.1,7.3,0,2
0.178,95.1,-7.3,26.5,2,44.0,14.5,0,0
0.276,86.8,-4.9,6.7,0,44.8,12.6,3,0
0.225,114.8,1.3,36.8,0,40.6,4.1,0,1
0.32,67.3,11.5,-6.0,0,37.3,4.6,0,0
0.227,25.7,-6.1,29.6,2,67.9,8.1,0,2
0.27,83.2,4.4,15.3,2,66.7,13.7,2,0
0.275,125.5,1.9,0.8,0,25.3,6.2,1,1
0.264,21.6,-6.8,11.4,0,68.5,12.6,1,2
0.2,46.4,-7.3,14.3,2,83.2,10.0,2,0
0.2,54.8,-3.6,5.0,0,85.9,10.0,0,1
0.272,104.2,5.7,1.8,0,35.3,3.6,1,0
0.361,55.6,11.2,9.4,1,81.9,10.2,2,2
0.221,46.3,3.1,31.0,0,84.2,14.3,1,0
0.247,91.3,-7.1,24.2,0,81.9,14.2,1,2
0.286,25.1,-2.8,-10.5,1,56.3,14.5,3,0
0.275,38.8,10.8,27.2,0,28.5,7.0,0,1
0.149,64.9,-7.7,36.0,2,40.7,0.3,0,0
0.263,59.1,4.0,37.7,1,94.4,14.8,0,2
0.162,58.2,-4.4,7.3,1,77.7,9.2,0,0
0.183,31.9,-6.7,35.4,1,85.3,14.3,0,1
0.207,59.7,-2.9,-5.8,0,75.4,13.2,0,0
0.317,107.8,10.7,7.0,2,66.9,9.2,0,0
0.238,65.5,7.2,12.9,1,55.6,8.4,1,1
0.195,84.5,-4.6,-4.9,2,80.3,1.7,0,1
0.184,38.0,-6.7,22.9,2,34.8,3.1,2,0
0.243,27.7,1.9,7.6,2,53.0,13.7,1,0
0.321,116.8,-6.9,-8.0,2,93.1,11.7,2,2
0.284,56.5,0.1,14.0,0,31.7,1.3,3,2
0.255,58.5,8.0,0.8,1,97.5,6.6,0,0
0.255,116.5,2.0,36.8,0,43.6,8.4,2,0
0.309,97.9,9.9,30.4,2,65.2,13.9,1,1
0.257,103.2,7.8,30.0,1,42.4,7.3,1,1
0.243,95.0,3.1,20.3,1,37.2,9.3,2,0
0.366,31.6,7.8,-9.7,2,63.5,11.4,2,1
0.243,125.4,-6.1,9.5,1,21.9,3.3,0,2
0.205,120.0,-4.0,20.6,1,23.7,10.0,1,1
0.295,46.0,6.0,-4.1,2,82.6,12.2,1,1
0.198,108.4,-7.9,7.1,2,21.5,3.3,0,1
0.229,65.0,-7.9,11.5,0,82.5,3.2,1,2
0.212,95.2,-0.4,30.9,1,93.7,8.4,2,0
0.323,38.2,9.3,5.9,0,58.2,11.1,0,2
0.348,79.2,11.6,4.2,2,59.4,10.5,2,1
0.214,33.9,5.0,24.9,2,29.2,4.5,0,0
0.328,79.0,11.0,3.7,0,68.3,7.5,1,1
0.316,46.8,9.0,-9.6,0,76.5,8.8,0,0
0.228,69.8,-4.0,28.2,0,73.2,7.0,2,1
